DateTime,Hour,DayOfWeek,CrimeType,Location,Latitude,Longitude,Description,VictimGender,CrimeAgainstWomen
2022-09-29 16:55:00,16,3,Fraud,Eastside,28.591763565851693,77.21228102059783,fake incident reported. CCTV available,Unknown,0
2023-02-13 21:41:00,21,0,Cyber Crime,Industrial Area,28.626207776333256,77.21185613801984,phishing incident reported. Witness present,Unknown,0
2022-03-07 10:01:00,10,0,Robbery,Eastside,28.611972528626865,77.20398160507351,gun incident reported. Witness present,Male,1
2022-03-11 01:55:00,1,4,Cyber Crime,Northside,28.589257966827212,77.19700259652676,identity theft incident reported. Witness present,Unknown,0
2023-07-07 04:46:00,4,4,Kidnapping,Eastside,28.60622268715067,77.22661870377031,missing child incident reported. Evidence collected,Female,1
2022-04-10 21:27:00,21,6,Cyber Crime,Suburb B,28.61962697149281,77.17961599741062,hacked incident reported. Evidence collected,Female,0
2022-03-04 12:46:00,12,4,Cyber Crime,Northside,28.619301399489913,77.20258196199306,identity theft incident reported. Witness present,Male,0
2023-03-09 05:17:00,5,3,Kidnapping,Eastside,28.60261796666157,77.21919460481402,abducted incident reported. Evidence collected,Male,0
2023-10-30 17:53:00,17,0,Theft,Northside,28.631083325374934,77.22452133531861,pickpocket incident reported. No leads yet,Male,0
2022-08-07 12:57:00,12,6,Theft,Southside,28.599913041279624,77.20384646040249,pickpocket incident reported. CCTV available,Female,1
2023-04-11 09:27:00,9,1,Kidnapping,Southside,28.61942105719006,77.22525908545204,abducted incident reported. Evidence collected,Male,0
2022-11-18 01:03:00,1,4,Kidnapping,Southside,28.60591376270258,77.20590568372228,abducted incident reported. Witness present,Male,0
2022-03-12 19:04:00,19,5,Robbery,Suburb B,28.595461083766565,77.18906322293199,mugged incident reported. Witness present,Male,0
2023-08-16 19:02:00,19,2,Assault,Suburb B,28.627442097039904,77.23160400047618,beaten incident reported. CCTV available,Unknown,0
2022-09-25 06:42:00,6,6,Cyber Crime,Eastside,28.612699831306994,77.2257255482982,ransomware incident reported. No leads yet,Female,0
2022-11-20 02:00:00,2,6,Kidnapping,Northside,28.61992726708413,77.19824800408992,ransom incident reported. Witness present,Male,0
2022-12-24 02:56:00,2,5,Robbery,Suburb A,28.61992326009181,77.23463394277444,mugged incident reported. CCTV available,Female,1
2023-09-19 20:33:00,20,1,Theft,Westside,28.61330289934817,77.23507739426357,wallet incident reported. CCTV available,Unknown,0
2022-04-29 03:47:00,3,4,Burglary,Westside,28.570237581598505,77.22269837507292,forced incident reported. Witness present,Female,0
2023-12-05 20:54:00,20,1,Homicide,Industrial Area,28.61535078447064,77.2040165441589,dead incident reported. Evidence collected,Female,0
2023-10-12 13:53:00,13,3,Homicide,Downtown,28.615429346275594,77.17587385142332,murder incident reported. CCTV available,Male,0
2022-06-15 23:28:00,23,2,Fraud,Downtown,28.610238801869375,77.21495187619186,fake incident reported. Evidence collected,Male,1
2023-01-14 18:35:00,18,5,Burglary,Suburb B,28.63853156741236,77.20036216302877,forced incident reported. Evidence collected,Male,1
2023-01-02 06:43:00,6,0,Robbery,Northside,28.60042510661845,77.20063738260693,forcibly incident reported. Witness present,Female,1
2022-08-31 05:51:00,5,2,Burglary,Suburb B,28.6291567019617,77.214479185161,forced incident reported. No leads yet,Male,0
2023-11-17 23:51:00,23,4,Robbery,Westside,28.60507066327055,77.21755445721855,gun incident reported. No leads yet,Male,0
2022-02-09 15:14:00,15,2,Robbery,Industrial Area,28.615517959155802,77.22514408317555,threat incident reported. Witness present,Female,1
2022-01-25 21:12:00,21,1,Fraud,Suburb A,28.602199115102046,77.20353896422337,cheated incident reported. CCTV available,Female,0
2023-10-19 16:25:00,16,3,Cyber Crime,Downtown,28.607364864114466,77.1846080841978,ransomware incident reported. Witness present,Male,0
2023-08-18 08:02:00,8,4,Assault,Suburb B,28.618835337951076,77.213350921203,attack incident reported. No leads yet,Female,1
2023-09-13 16:07:00,16,2,Fraud,Eastside,28.613985224277375,77.20509021444376,forgery incident reported. Evidence collected,Female,1
2023-06-17 17:43:00,17,5,Robbery,Suburb A,28.590310487632493,77.20198924462058,demanded incident reported. CCTV available,Female,1
2023-11-11 03:46:00,3,5,Homicide,Westside,28.60818809139122,77.19562871217964,shot incident reported. CCTV available,Unknown,0
2023-07-22 04:12:00,4,5,Fraud,Suburb B,28.611211904805568,77.21573418094691,fake incident reported. CCTV available,Unknown,0
2023-02-20 17:53:00,17,0,Theft,Westside,28.645336431686843,77.21190963021387,purse incident reported. CCTV available,Female,0
2023-04-22 14:28:00,14,5,Robbery,Industrial Area,28.61819250651205,77.20775923473724,gun incident reported. CCTV available,Unknown,0
2023-06-12 21:40:00,21,0,Cyber Crime,Northside,28.581920479745015,77.20855810207586,phishing incident reported. Witness present,Male,0
2022-05-31 00:02:00,0,1,Robbery,Industrial Area,28.61490383683235,77.2500540352081,gun incident reported. No leads yet,Unknown,0
2023-03-01 20:36:00,20,2,Robbery,Suburb B,28.610693983920317,77.2140257890389,threat incident reported. Evidence collected,Female,1
2022-04-20 13:14:00,13,2,Burglary,Industrial Area,28.613321470504914,77.18952203270635,broke incident reported. No leads yet,Male,0
2022-05-17 14:42:00,14,1,Cyber Crime,Industrial Area,28.632947046908583,77.22153221721145,identity theft incident reported. No leads yet,Unknown,0
2022-06-12 23:55:00,23,6,Kidnapping,Industrial Area,28.62708386578405,77.1938435424201,ransom incident reported. No leads yet,Female,1
2023-10-04 07:17:00,7,2,Kidnapping,Northside,28.637279905182268,77.18563581562013,ransom incident reported. CCTV available,Unknown,0
2022-11-24 17:05:00,17,3,Burglary,Southside,28.62368095156334,77.2455075937635,entered incident reported. Witness present,Male,0
2022-03-07 13:26:00,13,0,Cyber Crime,Industrial Area,28.597391061247823,77.19956170450662,identity theft incident reported. No leads yet,Female,1
2023-08-22 22:01:00,22,1,Fraud,Industrial Area,28.615560856084794,77.20060873909807,cheated incident reported. No leads yet,Male,0
2023-03-06 17:47:00,17,0,Robbery,Industrial Area,28.588055609482232,77.21014271624676,forcibly incident reported. Evidence collected,Male,0
2023-02-03 10:42:00,10,4,Fraud,Southside,28.596194938104567,77.21689320717725,scam incident reported. No leads yet,Female,0
2023-08-30 18:42:00,18,2,Theft,Northside,28.59857626276277,77.23483224008363,pickpocket incident reported. Witness present,Unknown,0
2022-02-21 08:24:00,8,0,Cyber Crime,Eastside,28.600845778461064,77.20363230806325,identity theft incident reported. CCTV available,Female,0
2023-03-08 08:53:00,8,2,Assault,Industrial Area,28.627458620289495,77.1884855947261,punched incident reported. CCTV available,Male,0
2022-08-18 20:04:00,20,3,Theft,Downtown,28.61769099891007,77.23078571257138,stole incident reported. Witness present,Male,0
2022-09-02 04:30:00,4,4,Assault,Eastside,28.587108612757312,77.21207723097554,attack incident reported. Witness present,Female,1
2023-09-13 19:47:00,19,2,Assault,Southside,28.61823137990414,77.22203038119629,punched incident reported. CCTV available,Female,1
2023-08-13 21:58:00,21,6,Fraud,Suburb B,28.5932841548187,77.18699238978193,fake incident reported. Evidence collected,Unknown,0
2023-12-15 09:54:00,9,4,Assault,Downtown,28.622599026093617,77.21394974455389,attack incident reported. Evidence collected,Female,1
2023-06-03 20:21:00,20,5,Theft,Suburb B,28.6180748808391,77.21477413682496,missing incident reported. No leads yet,Female,0
2023-12-26 04:27:00,4,1,Burglary,Westside,28.602566254640358,77.21287089495269,door incident reported. No leads yet,Unknown,0
2023-04-22 13:52:00,13,5,Homicide,Suburb A,28.618784541221647,77.1970941430329,dead incident reported. CCTV available,Male,0
2023-04-07 07:48:00,7,4,Kidnapping,Suburb B,28.644996241852414,77.21689721534854,ransom incident reported. Witness present,Female,1
2023-05-15 06:22:00,6,0,Homicide,Suburb A,28.59404494171329,77.2199425601439,stabbed incident reported. Evidence collected,Female,0
2023-06-14 06:05:00,6,2,Robbery,Suburb B,28.59765530549621,77.22211807672905,threat incident reported. No leads yet,Female,1
2023-10-24 22:31:00,22,1,Kidnapping,Downtown,28.63320992631679,77.1953219613608,held captive incident reported. Witness present,Male,0
2022-11-10 21:37:00,21,3,Cyber Crime,Industrial Area,28.629956268820738,77.21587968211561,identity theft incident reported. CCTV available,Unknown,0
2022-12-27 22:29:00,22,1,Homicide,Westside,28.627601002666577,77.24061321637757,murder incident reported. CCTV available,Female,0
2022-05-03 23:34:00,23,1,Burglary,Eastside,28.60981019806662,77.19643773059404,forced incident reported. CCTV available,Male,0
2022-04-13 06:18:00,6,2,Robbery,Suburb A,28.59907475950624,77.19540316191724,mugged incident reported. Witness present,Male,0
2022-10-08 01:03:00,1,5,Homicide,Southside,28.612614971509768,77.21468586624695,shot incident reported. Evidence collected,Unknown,0
2022-01-13 18:18:00,18,3,Kidnapping,Industrial Area,28.61851151332217,77.22278638748394,abducted incident reported. CCTV available,Female,1
2023-05-05 03:52:00,3,4,Assault,Suburb B,28.614116698197964,77.23322556795263,punched incident reported. Witness present,Female,1
2022-06-02 18:19:00,18,3,Assault,Eastside,28.60948905277937,77.2543361527765,injury incident reported. Witness present,Male,0
2023-06-20 12:28:00,12,1,Kidnapping,Westside,28.624327789129417,77.1947140407264,ransom incident reported. Evidence collected,Unknown,0
2023-09-17 23:06:00,23,6,Robbery,Eastside,28.596051791698983,77.21704120692073,threat incident reported. Witness present,Female,1
2022-06-27 17:04:00,17,0,Burglary,Downtown,28.61017562024457,77.22090000823488,door incident reported. No leads yet,Female,0
2022-10-26 01:14:00,1,2,Homicide,Westside,28.621787293742894,77.20778618478906,dead incident reported. Witness present,Unknown,0
2022-09-28 20:37:00,20,2,Robbery,Suburb B,28.599786771365526,77.18375254625523,threat incident reported. CCTV available,Male,0
2022-05-26 02:03:00,2,3,Burglary,Westside,28.606458084132218,77.22327331323872,door incident reported. CCTV available,Unknown,0
2023-03-26 03:29:00,3,6,Homicide,Suburb B,28.617468229068837,77.18823768702147,shot incident reported. No leads yet,Female,0
2022-03-24 19:02:00,19,3,Fraud,Suburb A,28.616786348764187,77.21542195632881,scam incident reported. Witness present,Unknown,0
2023-11-22 18:37:00,18,2,Theft,Westside,28.599169042729983,77.21156208509909,wallet incident reported. No leads yet,Unknown,1
2023-06-16 20:28:00,20,4,Homicide,Southside,28.614870145307435,77.18995049503616,shot incident reported. Evidence collected,Unknown,0
2023-04-27 11:26:00,11,3,Cyber Crime,Suburb A,28.619863122672474,77.2183464087728,phishing incident reported. CCTV available,Unknown,0
2023-02-26 22:31:00,22,6,Homicide,Suburb B,28.63195085405292,77.22656336753391,dead incident reported. CCTV available,Unknown,1
2022-09-16 10:07:00,10,4,Fraud,Downtown,28.590938843867384,77.19336958266808,forgery incident reported. No leads yet,Unknown,0
2022-02-25 06:33:00,6,4,Cyber Crime,Industrial Area,28.622483921120146,77.21756309918187,hacked incident reported. Witness present,Unknown,0
2022-10-01 17:08:00,17,5,Homicide,Industrial Area,28.622484128105103,77.27321219151092,dead incident reported. Witness present,Unknown,0
2023-12-28 05:19:00,5,3,Theft,Suburb B,28.623414841844887,77.22792609400301,stole incident reported. No leads yet,Male,0
2022-05-01 20:53:00,20,6,Burglary,Industrial Area,28.629800029391554,77.2198565208551,forced incident reported. No leads yet,Unknown,0
2023-05-10 15:15:00,15,2,Kidnapping,Southside,28.60864551258933,77.22164948700822,missing child incident reported. Evidence collected,Female,1
2022-10-10 13:21:00,13,0,Homicide,Downtown,28.601019579757708,77.205053023221,killed incident reported. No leads yet,Female,0
2022-06-02 14:34:00,14,3,Kidnapping,Suburb A,28.60581060753618,77.21036456898977,held captive incident reported. No leads yet,Female,1
2022-11-26 06:44:00,6,5,Robbery,Suburb B,28.652477642777892,77.17787891345681,forcibly incident reported. Evidence collected,Male,0
2022-11-22 23:30:00,23,1,Fraud,Suburb B,28.625337669839578,77.18212140214685,fake incident reported. No leads yet,Unknown,0
2022-02-07 04:32:00,4,0,Cyber Crime,Northside,28.60603446890351,77.22714917661612,identity theft incident reported. Evidence collected,Female,1
2022-05-28 13:55:00,13,5,Burglary,Northside,28.614971333651592,77.19103758703451,forced incident reported. CCTV available,Female,0
2023-10-01 22:25:00,22,6,Assault,Suburb A,28.601978271512333,77.22032662914891,injury incident reported. CCTV available,Unknown,0
2023-10-04 22:56:00,22,2,Kidnapping,Downtown,28.601727222804715,77.2126076431597,ransom incident reported. Witness present,Unknown,1
2022-04-03 13:06:00,13,6,Assault,Industrial Area,28.614659530665065,77.19813999420657,punched incident reported. Evidence collected,Male,0
2022-11-29 01:18:00,1,1,Cyber Crime,Suburb A,28.649632401488756,77.21956531703864,identity theft incident reported. Witness present,Female,0
2022-06-24 05:05:00,5,4,Fraud,Eastside,28.580147623555707,77.21210757191282,fake incident reported. Witness present,Female,0
2023-04-18 20:16:00,20,1,Kidnapping,Westside,28.602870225587196,77.2232072222466,held captive incident reported. CCTV available,Unknown,1
2023-11-25 17:10:00,17,5,Assault,Industrial Area,28.600691321026122,77.20708772597555,attack incident reported. No leads yet,Female,1
2023-12-08 08:29:00,8,4,Homicide,Eastside,28.622316454649674,77.22342925323618,dead incident reported. Witness present,Female,0
2023-01-26 18:22:00,18,3,Homicide,Westside,28.593895059882406,77.20342497940266,shot incident reported. CCTV available,Male,0
2022-01-09 18:55:00,18,6,Theft,Industrial Area,28.605984244813985,77.19811117945711,wallet incident reported. CCTV available,Female,0
2022-08-13 20:12:00,20,5,Homicide,Southside,28.64332423733802,77.21574969518268,dead incident reported. CCTV available,Unknown,1
2023-03-28 01:37:00,1,1,Cyber Crime,Southside,28.59288526742775,77.22429769911759,ransomware incident reported. No leads yet,Male,0
2022-06-29 06:08:00,6,2,Cyber Crime,Westside,28.64926926995021,77.22620775434252,identity theft incident reported. CCTV available,Male,0
2022-12-13 03:29:00,3,1,Assault,Southside,28.5885771672341,77.2009294321189,injury incident reported. CCTV available,Male,0
2022-04-03 12:00:00,12,6,Homicide,Northside,28.63501518581978,77.19720550890635,stabbed incident reported. No leads yet,Female,0
2023-10-16 11:06:00,11,0,Robbery,Industrial Area,28.621296990469105,77.22191056755716,mugged incident reported. CCTV available,Male,0
2023-09-17 07:41:00,7,6,Assault,Industrial Area,28.598451158807034,77.2080079107323,injury incident reported. Evidence collected,Unknown,0
2022-05-24 01:02:00,1,1,Homicide,Industrial Area,28.559878877665515,77.19192687264443,killed incident reported. Witness present,Male,1
2023-02-02 14:23:00,14,3,Fraud,Southside,28.609690530810116,77.18820361363392,forgery incident reported. No leads yet,Female,0
2022-10-14 01:44:00,1,4,Cyber Crime,Eastside,28.641106855065527,77.18516431036733,phishing incident reported. CCTV available,Female,0
2022-04-12 21:23:00,21,1,Cyber Crime,Downtown,28.60656592522172,77.21117900962143,hacked incident reported. No leads yet,Female,0
2022-04-04 21:13:00,21,0,Theft,Downtown,28.637921221484437,77.185068964147,wallet incident reported. Witness present,Female,0
2022-03-12 17:13:00,17,5,Robbery,Eastside,28.633286062535916,77.209170551017,mugged incident reported. Evidence collected,Female,1
2022-10-11 04:08:00,4,1,Homicide,Southside,28.597541522482537,77.21670172457105,dead incident reported. Witness present,Male,0
2022-01-16 11:50:00,11,6,Robbery,Suburb A,28.617217661592893,77.1989963853807,gun incident reported. Witness present,Male,0
2023-03-08 16:07:00,16,2,Assault,Industrial Area,28.615063368083167,77.20257810671897,beaten incident reported. Evidence collected,Female,1
2023-04-08 16:14:00,16,5,Theft,Westside,28.61579195575419,77.22003551124202,stole incident reported. Evidence collected,Female,0
2023-05-06 12:27:00,12,5,Assault,Industrial Area,28.640333613602422,77.18836974168622,punched incident reported. Evidence collected,Unknown,0
2022-11-26 19:09:00,19,5,Assault,Southside,28.649450556244272,77.1764652033413,beaten incident reported. CCTV available,Female,1
2023-01-26 19:33:00,19,3,Homicide,Industrial Area,28.611370248416076,77.21880528677475,dead incident reported. Evidence collected,Unknown,0
2023-11-02 20:56:00,20,3,Robbery,Suburb B,28.618583197795584,77.19862167466967,forcibly incident reported. CCTV available,Female,1
2023-04-10 12:26:00,12,0,Assault,Suburb A,28.61043129582738,77.2007833177557,attack incident reported. CCTV available,Female,1
2022-06-06 21:59:00,21,0,Kidnapping,Northside,28.60407725405093,77.22316003495035,abducted incident reported. No leads yet,Male,0
2022-04-09 23:47:00,23,5,Cyber Crime,Southside,28.61985025809942,77.19745150674567,ransomware incident reported. Evidence collected,Unknown,1
2023-02-25 11:55:00,11,5,Fraud,Downtown,28.62889333125722,77.21412165868128,cheated incident reported. Evidence collected,Female,0
2023-08-15 16:13:00,16,1,Burglary,Industrial Area,28.62744770198065,77.21949381403206,forced incident reported. CCTV available,Male,0
2022-04-28 08:36:00,8,3,Robbery,Suburb B,28.600083416484633,77.19966364933005,mugged incident reported. Evidence collected,Unknown,0
2023-09-16 21:53:00,21,5,Homicide,Downtown,28.62635489341872,77.21917283775723,stabbed incident reported. CCTV available,Male,0
2022-12-26 00:11:00,0,0,Burglary,Suburb B,28.6135516401006,77.21095545638849,broke incident reported. Evidence collected,Male,0
2023-06-28 06:24:00,6,2,Fraud,Industrial Area,28.635194414929806,77.19914047685273,cheated incident reported. CCTV available,Female,0
2023-08-05 19:05:00,19,5,Theft,Southside,28.62301828968617,77.20563012245944,stole incident reported. Evidence collected,Male,0
2022-10-06 14:42:00,14,3,Fraud,Industrial Area,28.610271979946216,77.22731294753312,cheated incident reported. Witness present,Unknown,0
2023-06-09 03:22:00,3,4,Fraud,Northside,28.6276569391498,77.22255849393335,forgery incident reported. CCTV available,Female,0
2022-02-16 07:25:00,7,2,Theft,Downtown,28.63565798011924,77.20935006402722,wallet incident reported. Witness present,Male,0
2022-09-19 09:20:00,9,0,Assault,Downtown,28.62526588285492,77.20382888739012,kicked incident reported. Witness present,Female,1
2023-01-25 17:45:00,17,2,Robbery,Suburb A,28.619302772541474,77.20683094909387,gun incident reported. No leads yet,Male,0
2022-01-20 14:58:00,14,3,Assault,Suburb A,28.615516599416548,77.21891928375729,injury incident reported. No leads yet,Unknown,0
2022-10-24 03:25:00,3,0,Theft,Suburb A,28.600262988612776,77.24387312126143,purse incident reported. No leads yet,Male,0
2023-12-08 11:05:00,11,4,Fraud,Northside,28.597133043641673,77.1887635231202,forgery incident reported. Evidence collected,Male,0
2023-02-10 09:47:00,9,4,Cyber Crime,Eastside,28.63320184789167,77.22219437823271,hacked incident reported. Evidence collected,Female,0
2023-06-28 16:12:00,16,2,Cyber Crime,Suburb A,28.62430199695087,77.21947242515441,phishing incident reported. Witness present,Unknown,0
2022-04-16 04:16:00,4,5,Robbery,Southside,28.61369588711922,77.19404576047523,gun incident reported. Witness present,Unknown,0
2023-10-06 15:29:00,15,4,Kidnapping,Suburb A,28.61516340930323,77.1977139714748,held captive incident reported. Evidence collected,Unknown,0
2023-04-26 14:40:00,14,2,Homicide,Westside,28.630151995556965,77.20654904364163,killed incident reported. Evidence collected,Unknown,1
2022-11-14 14:28:00,14,0,Theft,Downtown,28.600141713386794,77.20364356930578,stole incident reported. Evidence collected,Female,0
2023-09-22 19:32:00,19,4,Fraud,Industrial Area,28.620782190904595,77.1996045907866,scam incident reported. No leads yet,Unknown,0
2023-08-09 20:12:00,20,2,Cyber Crime,Industrial Area,28.600196326740562,77.21306145352487,hacked incident reported. No leads yet,Unknown,0
2022-04-16 10:45:00,10,5,Assault,Southside,28.617982776185148,77.20055094707715,injury incident reported. No leads yet,Male,0
2023-06-21 16:39:00,16,2,Burglary,Suburb A,28.606049361573028,77.21286749895596,window incident reported. No leads yet,Female,0
2022-12-13 21:38:00,21,1,Theft,Suburb A,28.589765260975046,77.18554227042706,purse incident reported. No leads yet,Male,0
2022-10-18 08:46:00,8,1,Burglary,Suburb A,28.601925929645795,77.20544254747148,entered incident reported. CCTV available,Male,0
2022-11-14 20:44:00,20,0,Fraud,Southside,28.619081792759967,77.2335892702825,scam incident reported. CCTV available,Unknown,0
2023-07-27 12:41:00,12,3,Cyber Crime,Southside,28.628194327053368,77.20633435783395,hacked incident reported. No leads yet,Unknown,0
2023-06-05 11:01:00,11,0,Cyber Crime,Westside,28.613583063201624,77.19229117725604,ransomware incident reported. No leads yet,Male,0
2022-07-16 07:08:00,7,5,Burglary,Northside,28.613591447733462,77.20418902268467,broke incident reported. Evidence collected,Female,0
2023-11-09 10:56:00,10,3,Burglary,Suburb B,28.619278642672302,77.19521281760747,door incident reported. Witness present,Male,0
2023-03-25 01:26:00,1,5,Cyber Crime,Eastside,28.622555775237355,77.23454564855004,identity theft incident reported. Witness present,Female,0
2023-07-01 07:19:00,7,5,Kidnapping,Eastside,28.612087330859055,77.21569519536831,held captive incident reported. No leads yet,Female,1
2022-10-16 12:32:00,12,6,Fraud,Southside,28.62540239986185,77.20231299213523,fake incident reported. CCTV available,Male,0
2022-02-23 20:30:00,20,2,Cyber Crime,Northside,28.61763487469684,77.20920987334637,hacked incident reported. CCTV available,Unknown,0
2022-03-27 05:17:00,5,6,Kidnapping,Southside,28.615527934975816,77.19611650360241,missing child incident reported. No leads yet,Female,1
2022-12-24 00:26:00,0,5,Theft,Suburb B,28.61430850290432,77.21729997152076,pickpocket incident reported. Evidence collected,Unknown,0
2023-01-19 07:01:00,7,3,Cyber Crime,Northside,28.638085726796586,77.22498784710142,phishing incident reported. Witness present,Unknown,0
2022-02-09 09:58:00,9,2,Kidnapping,Southside,28.64978637429186,77.19621087395187,abducted incident reported. Evidence collected,Unknown,0
2022-01-20 08:13:00,8,3,Burglary,Suburb B,28.62843867727868,77.21205570009565,entered incident reported. CCTV available,Male,0
2022-05-05 01:15:00,1,3,Fraud,Industrial Area,28.65039671555363,77.19552836191075,forgery incident reported. Evidence collected,Male,0
2023-10-10 16:36:00,16,1,Robbery,Southside,28.599904635963654,77.19901012257594,mugged incident reported. CCTV available,Female,1
2022-09-04 18:26:00,18,6,Burglary,Northside,28.57850173792817,77.20023741630533,broke incident reported. Evidence collected,Unknown,0
2023-02-04 15:02:00,15,5,Fraud,Suburb A,28.601247788974106,77.21150656310795,cheated incident reported. Evidence collected,Female,0
2022-12-20 07:46:00,7,1,Assault,Suburb A,28.61959593292962,77.24026951398693,beaten incident reported. CCTV available,Male,1
2023-10-21 05:53:00,5,5,Kidnapping,Industrial Area,28.629740397303102,77.1993849390723,missing child incident reported. Evidence collected,Unknown,0
2023-04-14 01:18:00,1,4,Robbery,Downtown,28.598926422144196,77.21719865285844,demanded incident reported. CCTV available,Male,0
2023-06-12 12:52:00,12,0,Kidnapping,Westside,28.591896113216325,77.23952431276425,missing child incident reported. CCTV available,Male,0
2023-01-01 01:55:00,1,6,Cyber Crime,Westside,28.633557335345355,77.20118040579825,identity theft incident reported. No leads yet,Male,0
2023-03-27 12:21:00,12,0,Burglary,Industrial Area,28.585347757848485,77.23156453956943,door incident reported. CCTV available,Unknown,0
2022-03-26 23:27:00,23,5,Assault,Suburb B,28.611991002579124,77.22963027186623,kicked incident reported. CCTV available,Unknown,0
2022-11-25 03:05:00,3,4,Cyber Crime,Westside,28.58732620568676,77.19901041628411,identity theft incident reported. Witness present,Female,0
2023-12-08 14:22:00,14,4,Kidnapping,Downtown,28.613987394995306,77.20978300989609,ransom incident reported. No leads yet,Unknown,0
2022-10-09 20:50:00,20,6,Theft,Northside,28.60639890880868,77.2193808322058,missing incident reported. Witness present,Unknown,0
2022-02-01 04:54:00,4,1,Kidnapping,Downtown,28.596106326176958,77.20662700858298,ransom incident reported. CCTV available,Male,1
2023-01-28 18:02:00,18,5,Burglary,Industrial Area,28.6159049271952,77.21757398056765,broke incident reported. Witness present,Female,0
2023-06-27 11:25:00,11,1,Cyber Crime,Westside,28.62576024796815,77.19025596513603,hacked incident reported. Witness present,Male,0
2023-05-27 16:24:00,16,5,Assault,Westside,28.58833143048774,77.2302946136983,kicked incident reported. CCTV available,Female,1
2023-12-12 15:12:00,15,1,Assault,Southside,28.61943856686633,77.19652522439073,injury incident reported. Evidence collected,Male,0
2023-11-30 10:42:00,10,3,Cyber Crime,Northside,28.639752532925378,77.21092791057156,ransomware incident reported. Witness present,Unknown,0
2023-12-30 22:59:00,22,5,Burglary,Suburb A,28.63355495306773,77.2101253080235,entered incident reported. Witness present,Unknown,0
2022-08-31 15:01:00,15,2,Cyber Crime,Suburb A,28.648245798748036,77.2382556807074,phishing incident reported. Evidence collected,Female,0
2022-03-09 09:25:00,9,2,Kidnapping,Suburb B,28.60975059752535,77.22519284918258,abducted incident reported. Witness present,Female,1
2022-11-21 20:04:00,20,0,Kidnapping,Industrial Area,28.62465626582642,77.23181052595888,missing child incident reported. Witness present,Unknown,0
2022-05-13 13:32:00,13,4,Theft,Northside,28.597817942323665,77.22043419099998,wallet incident reported. Witness present,Unknown,0
2022-11-27 22:14:00,22,6,Cyber Crime,Westside,28.631540408114162,77.17968767522629,ransomware incident reported. Witness present,Male,0
2023-10-03 09:39:00,9,1,Assault,Southside,28.594179024788904,77.17501279703734,kicked incident reported. Witness present,Unknown,0
2023-11-06 19:46:00,19,0,Cyber Crime,Downtown,28.609409886092593,77.2209590375966,ransomware incident reported. Witness present,Male,1
2023-08-09 13:39:00,13,2,Theft,Industrial Area,28.6389392842016,77.210234913007,missing incident reported. No leads yet,Unknown,0
2022-09-08 21:25:00,21,3,Homicide,Industrial Area,28.64104359242619,77.18599830902976,murder incident reported. No leads yet,Male,0
2023-03-02 15:29:00,15,3,Robbery,Suburb A,28.585510292677416,77.20807420501839,demanded incident reported. CCTV available,Unknown,0
